date,equity_market,equity_longonly_static,equity_longonly_adaptive,equity_longshort_static,equity_longshort_adaptive
2016-01-04,1.0020122259542275,1.000272200671761,1.000272200671761,1.000272200671761,1.000272200671761
2016-01-05,0.9888704381099355,0.9957317302100778,0.9957317302100778,0.9957317302100778,0.9957317302100778
2016-01-06,0.9654337706428746,0.9894020778787739,0.9894020778787739,0.9894020778787739,0.9894020778787739
2016-01-07,0.9549700379876868,0.9872925878416997,0.9872925878416997,0.9872925878416997,0.9872925878416997
2016-01-08,0.9557848873018214,0.9875182384269091,0.9875182384269091,0.9875182384269091,0.9875182384269091
2016-01-11,0.963242684202798,0.9905391562106446,0.9905391562106446,0.9905391562106446,0.9905391562106446
2016-01-12,0.9391948949129446,0.9869515917891472,0.9869515917891472,0.9869515917891472,0.9869515917891472
2016-01-13,0.9548756040180473,0.9946932742094521,0.9946932742094521,0.9946932742094521,0.9946932742094521
2016-01-14,0.9342511522672857,0.9853601244447671,0.9853601244447671,0.9853601244447671,0.9853601244447671
2016-01-15,0.9347480071672776,0.9855874156423472,0.9855874156423472,0.9855874156423472,0.9855874156423472
2016-01-19,0.9238171993674562,0.9796349483114445,0.9796349483114445,0.9796349483114445,0.9796349483114445
2016-01-20,0.9286168346837229,0.9800902390668835,0.9800902390668835,0.9800902390668835,0.9800902390668835
2016-01-21,0.9474526209247602,0.9892008905064961,0.9892008905064961,0.9892008905064961,0.9892008905064961
2016-01-22,0.932636373842312,0.9817691250628876,0.9817691250628876,0.9817691250628876,0.9817691250628876
2016-01-25,0.9458278956975895,0.9877636883066749,0.9877636883066749,0.9877636883066749,0.9877636883066749
2016-01-26,0.9355529096792149,0.9845469154340869,0.9845469154340869,0.9845469154340869,0.9845469154340869
2016-01-27,0.9407251861704756,0.9865396405144232,0.9865396405144232,0.9865396405144232,0.9865396405144232
2016-01-28,0.9640177463081441,0.9977332810178094,0.9977332810178094,0.9977332810178094,0.9977332810178094
2016-01-29,0.963590458372299,0.9975113536626588,0.9975113536626588,0.9975113536626588,0.9975113536626588
2016-02-01,0.9455297948878407,0.9936108460924656,0.9936108460924656,0.9936108460924656,0.9936108460924656
2016-02-02,0.9502499164377636,0.995201298748731,0.995201298748731,0.995201298748731,0.995201298748731
2016-02-03,0.9517006939289508,0.9954522799540826,0.9954522799540826,0.9954522799540826,0.9954522799540826
2016-02-04,0.9341120789902246,0.9902645643797175,0.9902645643797175,0.9902645643797175,0.9902645643797175
2016-02-05,0.9208907167283558,0.9856628521703897,0.9856628521703897,0.9856628521703897,0.9856628521703897
2016-02-08,0.920279594905563,0.9854109463213151,0.9854109463213151,0.9854109463213151,0.9854109463213151
2016-02-09,0.9201057078208124,0.9852579227078361,0.9852579227078361,0.9852579227078361,0.9852579227078361
2016-02-10,0.9087873386427014,0.9817625639304083,0.9817625639304083,0.9817625639304083,0.9817625639304083
2016-02-11,0.9265250949631513,0.9911111405133717,0.9911111405133717,0.9911111405133717,0.9911111405133717
2016-02-12,0.9418281894921613,0.9986247483504245,0.9986247483504245,0.9986247483504245,0.9986247483504245
2016-02-16,0.957349931715809,0.999412489868311,0.999412489868311,0.999412489868311,0.999412489868311
2016-02-17,0.9528832110169806,0.999382507493615,0.999382507493615,0.9997155687982565,0.9997155687982565
2016-02-18,0.9528584046627208,0.9992808705901176,0.9992808705901176,0.9995739093997716,0.9995739093997716
2016-02-19,0.9666312079341997,1.0020733391213708,1.0020733391213708,1.0023671968215673,1.0023671968215673
2016-02-22,0.9545924234115937,1.0019764720319224,1.0019764720319224,1.0028294926027548,1.0028294926027548
2016-02-23,0.9588306102648203,1.0023975465590074,1.0023975465590074,1.0032275262517263,1.0032275262517263
2016-02-24,0.9697116840536562,1.0048433503746372,1.0048433503746372,1.0056753551795548,1.0056753551795548
2016-02-25,0.9678982121896721,1.004732817606096,1.004732817606096,1.00576682147788,1.00576682147788
2016-02-26,0.9600379337071102,1.0040976205637246,1.0040976205637246,1.0050572144995866,1.0050572144995866
2016-02-29,0.9829528792686862,1.0067937529441016,1.0067937529441016,1.0077559235141766,1.0077559235141766
2016-03-01,0.9869773918283741,1.0068600485336614,1.0068600485336614,1.0078222824609682,1.0078222824609682
2016-03-02,0.9904305697740574,1.007155275804549,1.007155275804549,1.0081177918740432,1.0081177918740432
2016-03-03,0.9937048265826586,1.0078239896186083,1.0078239896186083,1.0087871447631362,1.0087871447631362
2016-03-04,0.9945842694598416,1.0078806310435544,1.0078806310435544,1.008843840319042,1.008843840319042
