date,y_true_next,y_pred_static,y_pred_adaptive,p1_static,p1_adaptive,logloss_static,logloss_adaptive,brier_static,brier_adaptive,return_next,feature_score,prediction_score,performance_score,drift_index,action,drift_feature,retrained_today,ensemble_size,pos_long_static,pos_long_adaptive,pos_ls_static,pos_ls_adaptive
2018-08-08,0,0,0,0.44,0.4766666666666667,0.579818495252942,0.647536669307893,0.1936,0.2272111111111111,-0.0014416744645237012,1.5842384078111285,0.03560387415913964,0.8035496687744365,0.8854414260045242,none,Ret_Vol_20,0,1,0.0,0.0,-0.12,-0.046666666666666634
2018-08-09,0,0,0,0.4,0.49666666666666665,0.5108256237659907,0.6865026378412766,0.16000000000000003,0.24667777777777775,-0.007113887913551609,1.515450747591449,0.03721806869371065,0.7687407617577329,0.8479679481720127,none,Ret_Vol_20,0,1,0.0,0.0,-0.19999999999999996,-0.00666666666666671
2018-08-10,0,0,0,0.41,0.48333333333333334,0.5276327420823718,0.6603573577369546,0.16809999999999997,0.2336111111111111,-0.004005992185342366,1.515450747591449,0.03527417411997312,0.7098884431581219,0.8297290842200082,none,Ret_Vol_20,0,1,0.0,0.0,-0.18000000000000005,-0.033333333333333326
2018-08-13,1,0,0,0.45666666666666667,0.49666666666666665,0.7838015488280762,0.699836168710742,0.2952111111111111,0.25334444444444454,0.006389254777276809,1.5260435358173303,0.03674153474537241,0.6911607191198258,0.8287880904864917,none,Ret_Vol_20,0,1,0.0,0.0,-0.08666666666666667,-0.00666666666666671
2018-08-14,0,0,0,0.38666666666666666,0.33,0.4888467170472155,0.4004775665971254,0.1495111111111111,0.10890000000000001,-0.007602164835758152,1.5491190548141371,0.05798406994981109,0.6151575177365448,0.8215900982315616,none,Ret_Vol_20,0,1,0.0,0.0,-0.22666666666666668,-0.33999999999999997
2018-08-15,1,1,1,0.5366666666666666,0.6133333333333333,0.6223781096717381,0.4888467170472155,0.21467777777777783,0.14951111111111115,0.007919408484583057,1.555445454190425,0.059578723527096006,0.8277558340054382,0.8883785489359303,none,Ret_Vol_20,0,1,0.07333333333333325,0.22666666666666657,0.07333333333333325,0.22666666666666657
2018-08-16,1,0,0,0.35333333333333333,0.32666666666666666,1.040343380544134,1.118814995985629,0.41817777777777787,0.45337777777777777,0.0033231157222237684,1.5776061059019204,0.04932606211479702,0.5754593139728977,0.8184780551870766,none,Ret_Vol_20,0,1,0.0,0.0,-0.29333333333333333,-0.3466666666666667
2018-08-17,1,0,0,0.3433333333333333,0.3333333333333333,1.0690534864265653,1.0986122886681098,0.4312111111111112,0.44444444444444453,0.0024280177746833775,1.5751210493445118,0.05378631338525926,0.9486695923242656,0.9307851914506622,none,Ret_Vol_20,0,1,0.0,0.0,-0.31333333333333335,-0.33333333333333337
2018-08-20,1,0,0,0.3466666666666667,0.37666666666666665,1.0593915755148284,0.9763946559438605,0.4268444444444444,0.3885444444444444,0.0020685364303643095,1.5743778392425163,0.05094503700598736,1.192491019504895,1.0027819526502713,none,Ret_Vol_20,0,1,0.0,0.0,-0.30666666666666664,-0.2466666666666667
2018-08-21,0,0,0,0.31333333333333335,0.38,0.37590630586662,0.4780358009429998,0.0981777777777778,0.1444,-0.0003981517707819515,1.5635659015131187,0.08599975517187325,0.9450240757907814,0.9347335098940438,none,Ret_Vol_20,0,1,0.0,0.0,-0.3733333333333333,-0.24
